"coverage.prob","mae","mse","uncensored.rate","truncated.rate"
0,0.124648361109557,0.0225305575755307,0.633,0.259666666666667
0,0.140261502387736,0.0269251812952859,0.633,0.259666666666667
0,0.13987694704298,0.0268008722094105,0.633,0.259666666666667
0,0.140447638160376,0.0269790609131383,0.633,0.259666666666667
0,0.140445905396119,0.0269783906849216,0.633,0.259666666666667
0,0.14006936231328,0.026907534971873,0.633,0.259666666666667
0,0.140069312461393,0.0269075194497613,0.633,0.259666666666667
