"coverage.prob","mae","mse","uncensored.rate","truncated.rate"
0,0.122861838585123,0.0219527995135862,0.633,0.267333333333333
0,0.138122002228244,0.0261462797115885,0.633,0.267333333333333
0,0.137759096305684,0.026027063928379,0.633,0.267333333333333
0,0.138323586564169,0.026196818750813,0.633,0.267333333333333
0,0.138321887931619,0.0261961787557204,0.633,0.267333333333333
0,0.137939521133241,0.0261291375120417,0.633,0.267333333333333
0,0.137939476317182,0.0261291233214759,0.633,0.267333333333333
