Sample_REF,Composite Element REF,14-3-3_beta,14-3-3_epsilon,14-3-3_zeta,4E-BP1,4E-BP1_pS65,4E-BP1_pT37_T46,4E-BP1_pT70,53BP1,A-Raf,A-Raf_pS299,ACC1,ACC_pS79,ACVRL1,ADAR1,AMPK_alpha,AMPK_pT172,AR,ARID1A,ASNS,ATM,Acetyl-a-Tubulin-Lys40,Akt,Akt_pS473,Akt_pT308,Annexin-1,Annexin_VII,Axl,B-Raf,B-Raf_pS445,BRCA2,BRD4,Bad_pS112,Bak,Bap1-c-4,Bax,Bcl-2,Bcl-xL,Bcl2A1,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD20,CD26,CD31,CD49b,CDK1,CDK1_pY15,COG3,Caspase-3,Caspase-7_cleavedD198,Caspase-8,Caspase-9,Caveolin-1,Chk1,Chk1_pS296,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2,DIRAS3,DJ-1,DUSP4,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ENY2,EPPK1,ER-alpha,ER-alpha_pS118,ERCC1,ERCC5,ERK2,ETS-1,FASN,FOXO3a,FOXO3a_pS318_S321,Fibronectin,FoxM1,G6PD,GAB2,GAPDH,GATA3,GATA6,GCN5L2,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,Heregulin,IGF1R_pY1135_Y1136,IGFBP2,INPP4B,IRF-1,IRS1,JAB1,JNK2,JNK_pT183_pY185,Jak2,Ku80,LKB1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,MSH2,MSH6,MYH11,Mre11,Myosin-IIa,Myosin-IIa_pS1943,N-Cadherin,N-Ras,NDRG1_pT346,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PARP1,PARP_cleaved,PCNA,PDCD4,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K-p110-alpha,PI3K-p85,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan_BetaII_pS660,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Paxillin,RBM15,Rab11,Rab25,Rad50,Rad51,Raptor,Rb,Rb_pS807_S811,Rictor,Rictor_pT1135,S6,S6_pS235_S236,S6_pS240_S244,SCD,SETD2,SF2,SHP-2_pY542,SLC1A5,STAT3_pY705,STAT5-alpha,Shc_pY317,Smac,Smad1,Smad3,Smad4,Snail,Src,Src_pY416,Src_pY527,Stathmin,Syk,TAZ,TFRC,TIGAR,TSC1,TTF1,Transglutaminase,Tuberin,Tuberin_pT1462,VEGFR2,XBP1,XRCC1,YAP,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Abl,c-Jun_pS73,c-Kit,c-Met,c-Met_pY1235,c-Myc,cIAP,eEF2,eEF2K,eIF4E,eIF4G,mTOR,mTOR_pS2448,p16_INK4a,p21,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p62-LCK-ligand,p70S6K,p70S6K_pT389,p90RSK,p90RSK_pT359_S363
TCGA-3C-AALI-01A-21-A43F-20,Protein Expression,-0.000751765,0.022553148,0.021111648,0.101796404,-0.382850197,-0.108996876,0.103860319,-0.335719704,0.139449626,0.148122571,1.679889114,1.897523159,0.143148642,0.006774181,-0.814916308,-0.153466931,-0.353459807,0.056102075,0.907362007,0,0.538777466,0.190119595,-0.417158454,-0.360082806,-0.037158599,-0.410028291,NA,0.094035561,0.100856141,-0.166704452,-0.188124151,-0.185585719,-0.167761763,0.109963486,0.354208189,-0.548610588,1.283505661,-0.282741669,0.153533391,0.030802875,-0.356223735,-0.178425787,-0.259803835,0.051819778,-0.063863976,0.141450341,-0.360324122,-0.516157634,-0.128378459,0.295853745,0.101037028,-0.188058792,-0.150729146,NA,-1.090914062,-0.243215033,0.164795108,0.157435056,0.014616017,0.091984802,-0.179226444,0.184019682,0.551932643,0.05756485,0.169048833,0.544428144,-0.324221649,-0.552109021,0.806510693,0.438799212,0.210497391,-0.586440613,0.867355779,-0.341499244,NA,0.882039436,-0.762816627,0.028415688,0.400829417,0.462996137,0.163010237,0.265981112,0.973722136,-0.722456072,-0.058114964,1.937217573,-0.329842941,-0.459512994,0.077461247,1.194202839,0.808114927,NA,NA,0.116427076,0.166906898,0.449776635,2.158589639,1.156613169,-0.54894378,-0.232639366,0.557349606,0.122187029,-0.138130242,-0.114360373,-0.37727797,0.129117123,-0.279843023,0.020011445,-0.214178592,-0.228457927,0.576003628,-0.314510724,-0.125644414,0.162240258,-0.147482819,0.081081858,-0.245572763,-0.086736592,0.106412324,0.126060892,0.323341416,-0.35542312,NA,0.234191355,-0.041721871,-0.476122814,-0.569468915,-0.133455997,0.076684067,-0.324357441,-0.383904809,0.104106774,0.141134264,-0.203620149,0.129109058,-0.948434642,0.000836044,0.190351566,0.295147477,-0.019456549,-0.377126611,-0.249182927,-0.354606741,0.03796828,0.049076073,0.007084434,0.004260834,0.15621423,0.191400446,-0.238090471,0.626495542,1.020382986,1.311748757,-0.363597776,-1.499123909,-0.708577233,-0.053249426,0.013275219,0.104224355,0.402457733,-0.13404236,-0.127690144,0.526270766,-0.487588096,0.150338307,-0.261882036,-0.802643496,0.181792405,-0.521617927,NA,-1.159995234,-0.123161152,0.017907641,-0.218513914,0.066397995,0.759608888,0.449673427,0.627876474,-0.121728977,0.338638081,-0.610264699,-0.080570358,0.645579428,-0.081702224,-0.444934122,-0.115330974,-0.446760029,0.076923038,0.483758194,-0.26579035,0.080360809,-0.283230907,0.007335008,-0.030258955,-0.432060667,0.006357015,0.372315694,-0.64577789,0.11182593,-0.257646548,-0.226577398,-0.321920793,-0.661299901,0.135218987,-0.131500023,-0.565040014,-0.153635842,-0.231569466,-0.425997647,-0.252655504,0.509672205,-0.311647787,-0.032637466,1.015214522,0.438600001,-0.425464465,-0.076626317,-0.231295727,-0.169883671,0.040360139,-0.043975128,1.293686899,0.783984406,0.162565092,-0.667649317,-0.102580835
TCGA-3C-AALK-01A-21-A43F-20,Protein Expression,-0.202251803,0.077040958,0.153997099,0.299107435,-0.438902711,-0.460678436,-0.358195391,0.474016257,0.37647575,-0.160318387,0.679629057,0.357841222,-0.181376668,0.093786023,-0.340389974,0.610294098,0.334585088,0.709927047,-0.047798972,0.422209588,0.358210583,0.300048685,-0.88151397,-0.503289683,0.128400058,0.16214791,NA,0.333946503,0.287301056,-0.264584849,0.481907505,0.042268204,-0.401317244,0.37652906,0.256749143,0.562867031,0.02427491,-0.411668439,-0.394600914,-0.258806309,-0.073383322,-0.15996056,-0.58192169,-0.411929061,0.169253616,0.09021729,0.120412583,-0.522286222,-0.257969752,0.367675863,-0.420426433,-0.234132585,-0.268915268,NA,0.036447893,-0.184403673,-0.188576524,-0.169435253,0.440703801,-0.127013549,-0.065176254,0.086262381,0.199000613,-0.227072227,-0.087875551,-0.296445497,-0.357061898,0.189988012,1.105116182,0.166738568,1.057480286,-0.073973701,-0.425736284,-0.42656353,NA,1.295904864,0.040419597,-0.124132027,-0.013044406,0.13550252,0.57949281,-0.16141068,1.30858772,-0.2671792,-0.170035524,0.242807766,-0.336528121,-0.143312417,0.451502733,1.679507248,0.76068681,NA,NA,0.544217986,0.329063955,0.395999555,0.48669595,-0.083913641,-0.165739665,-0.113224386,-0.646934131,-0.04955076,-0.325855755,0.333079995,0.883539135,-0.352745775,-0.093273719,-0.52699019,0.384286279,-0.209475622,0.324416006,0.061024774,-0.177632998,0.118748594,-1.45751827,0.17453493,-0.355751112,0.022532674,-0.728093441,0.351851677,0.923087891,-0.305671351,NA,0.075600732,-0.099526483,-0.341650498,-0.448143893,0.177210751,0.456577744,-0.163751449,0.111796097,-0.168991126,0.196958415,-0.317529958,0.055131948,-0.098980399,0.200572573,0.469212665,0.321059121,-0.297734033,0.138072466,0.136757929,0.678727709,0.425649067,-0.028808728,0.634676467,0.1840841,-0.065631239,0.118514089,0.451627338,0.799963063,0.278296209,0.414285081,-0.155077705,-0.278509467,0.152201437,-0.151971997,0.130036727,-0.24651697,0.971195397,0,-0.377728294,0.757252557,-0.400790585,-0.37237018,-0.10976607,-0.28636436,-0.199191765,-0.526930529,NA,-0.314597489,-0.080599581,0.103704866,0.444667077,0.055104922,-0.184155068,0.016122167,-0.135852844,0.029076875,-0.547982064,-0.811167934,-0.147505057,0.657907031,0.26091127,0.601088847,-0.222023795,-0.012759552,-0.049813534,0.144535411,0.062643269,-0.347540247,-0.398583666,-0.403623565,-0.14714234,-0.231017413,-0.329420972,0.027118898,-0.362133325,0.103947389,0.63525836,-0.144979023,-0.345631491,0.140132006,-0.096302766,-0.189472522,-0.489833353,0.040631803,0.21123408,0.023153338,0.238929554,0.601594001,0.501638627,-0.009577391,-0.530263305,-0.140687407,0.262014027,-0.219547049,-0.340080171,0.208381247,0.365362656,-0.136874668,0.680808587,0.612643522,-0.131173637,0.419209876,-0.118622606
TCGA-4H-AAAK-01A-21-A43F-20,Protein Expression,-0.208433641,0.062565758,0.034208618,0.429695539,-0.102851619,-0.499466294,-0.433138093,0.143794148,0.339525489,-0.221160505,0.658285388,0.069596604,-0.622938271,0.170818228,-0.352990143,-0.433453773,0.45350129,0.437989736,0.117449137,-0.993350278,0.104179946,0.347588062,-0.874514902,-0.318589475,-0.150323655,0.140749272,NA,0.283818125,0.352771793,-0.06533568,1.094133638,0.041771241,-0.151603407,0.478153862,0.160715678,-0.086689006,0.28666909,-1.099365569,-0.177377097,-0.583413268,-0.232184558,-0.266998763,-0.387329427,0.264615062,-0.11268712,-0.212952365,-0.082209571,-0.716948938,-0.161507574,0.590567897,0.448864233,-0.601601375,-0.300241206,NA,-0.990010569,0.024655816,-0.319072628,0.21009582,0.810657112,-0.204060751,-0.226690632,-0.972788902,0.608373003,-0.717113526,0.091149008,0.673684865,-0.21626614,-0.106272041,1.249732777,0.590378903,-1.43143127,-0.518089527,-0.69479818,-0.335120333,NA,1.718478786,1.290941763,0.637408932,0.100246661,0.813225712,0.03849402,-0.090389778,1.179232039,-0.231330907,-0.311234377,1.726743647,-0.717729514,0.753825317,-0.262272439,2.120430248,2.194521837,NA,NA,0.513083246,0.170184528,0.492246172,0.225837357,-0.503017039,-0.063142918,-0.073314169,-1.274753501,-0.09116591,-0.591790579,0.185933858,0.421554479,-0.036850239,-0.114225016,-0.178788552,0.50999546,-0.237224008,0.383384127,0.151435023,-0.389834044,-0.565822361,0.187695784,0.035885589,-0.513710911,-0.26361656,-0.061977227,0.356319731,-1.321772198,-0.545879342,NA,0.167842636,-0.51274004,-0.545382798,-0.783924274,-0.343345779,0.625420042,-0.58588886,-0.246753222,0.119043004,0.634790942,0.28171046,0.280397429,-0.124404822,0.081582929,0.252114135,-0.027708564,0.359442202,0.329172315,-0.332862306,0.583664219,0.132036415,0.157632248,0.637675382,0.162537807,-0.098486063,0.009193156,0.668713953,0.870471391,-0.097836397,1.165249208,-0.603805478,0.056965083,0.386659871,-1.157596601,0.336459395,-0.228030588,0,-0.306750675,-0.586656088,1.405456841,0.624504134,0.018525498,0.056397838,-0.372840217,0.103886012,-0.370443746,NA,-0.523611268,0.082715019,-0.151982844,0.330594875,0.119314754,0.505774024,0.647242891,0.480781654,-0.253149204,-0.014892324,-0.763539124,-0.812612757,0.600533645,-0.27314349,0.597613098,-0.251191618,-0.300135779,-0.487052183,0.335456913,0.156055636,-0.135868988,0.222779142,-0.324023579,0.367792356,-0.358272449,-0.126327165,0.375293218,-0.386303128,0.093386033,0.079175333,-0.258049951,-0.592107343,-0.369075007,-0.067053589,-0.303785797,-0.962350375,0.16495866,0.132370934,0.208486578,-0.031222203,0.646564397,0.526824259,0.080034627,0.179168867,0.452885664,-0.211868361,-0.07064718,-0.4717171,-0.05270165,0.068514036,-0.080364183,0.300677408,0.819253024,-0.520016557,0.003251581,-0.855659401
TCGA-5L-AAT1-01A-21-A43F-20,Protein Expression,-0.465475889,0.141844908,0.232720559,0.427772042,-0.231596057,0.276123957,-0.41170153,0.736283171,0.398665329,-0.063978568,0,-0.080778599,-0.097794736,-0.04999058,-0.616935533,0.278765017,0.515608408,0.321894393,0.28314201,1.003639446,0.015029466,0.664033553,0.807437329,0.524105097,-0.063234324,0.355009271,NA,0.300519893,0.373434497,-0.679091726,0.400024094,0.229793876,-0.616034866,0.380243283,0.511597303,0.069865691,-0.227115301,-1.146893402,-0.619979284,-0.671183582,0.148906179,-0.422345018,-0.532570103,-0.34979977,0.118961305,0.000976057,-0.461291263,-0.966161763,-0.291229723,0.792760931,-0.12063104,0.153349709,-0.332897546,NA,-1.267545478,-0.464688694,-0.243654559,0.394656496,0.997163502,-0.204057603,-0.026255916,-0.785805434,-0.440723571,-0.946659552,0.156038417,0.196611069,-0.529838247,0.201283409,0.24669626,0.377866283,-0.92992725,-0.380763256,-0.42129151,-0.580078576,NA,0.655342536,0.963854908,-0.028820354,0.287733,0.728016427,0.305333445,-0.488843136,0.436848572,-0.211703247,-0.285218314,-0.166293222,-0.748462237,-0.035817454,0.082535121,2.869139715,0.670301123,NA,NA,0.659803176,0.525363827,0.666184964,0.350670529,-0.38467064,-0.186144959,-0.181812403,-0.046212536,-0.084979761,-0.725700004,0.386378711,0.190811591,-0.376460399,-0.299530263,-0.344639545,0.278624887,-0.265524247,0.489829643,0.616479247,-0.409952735,0.24651609,0.363673185,0.155331706,-0.449837201,-0.198384831,0.168353284,0.366225891,-1.03898331,-0.704038671,NA,0.289909319,-0.642389985,-0.728626835,-0.195276382,-0.875687676,0.587632447,-0.453763084,-0.167875817,0.170193924,0.878138852,-0.182834858,0.272856986,-0.010577138,0.216824136,0.603122113,0.531591427,-0.134325986,0.25897688,0.295316925,0.371339679,0.215230594,0.077613188,0.868170199,-0.334426735,0.160796379,0.562900706,0.398463142,0.861999301,0.089974261,0.887353262,-0.454469354,-0.145089644,0.210941237,-1.032280956,-0.101729806,-0.474495192,0.097864767,-0.619726658,-0.766811842,0.97654878,0.651251426,0.683169582,-0.151786478,-0.403226014,0.210307498,-0.328152563,NA,-0.37685877,0.584076535,0.05959258,0.743085665,0.032199125,-0.377587747,-0.073668391,-0.178484438,-0.227593976,0.173174149,0.029292218,-0.713332359,0.89615006,-0.542170463,1.025419254,-0.458035762,-0.266214142,-0.558700807,0.259157268,0.311110474,-0.404522205,-0.339640422,-1.170606035,0.473441954,-0.73233171,-0.476553443,-0.428407269,-0.576931611,-0.229202198,-0.463881625,-0.400361775,-0.575516916,-0.737403403,-0.453105073,-0.490544681,-1.024562678,-0.197964477,0.622255214,0.38666575,0.10259888,0.457273853,0.421355178,0.22021802,0.077413783,0.619315806,0.179562885,-0.145361993,-0.58225483,0.346637237,0.289421359,-0.225658474,0.591817941,0.623455103,-0.559783413,0.510494097,-0.601295604
TCGA-5T-A9QA-01A-21-A43F-20,Protein Expression,-0.354823143,0.156575117,0.249023212,1.197526174,0.447912567,1.001214948,0.307314315,0.581761844,0.316779082,-0.085145691,-0.048936123,-0.35588265,-0.366262323,0.289665662,-0.937418592,-0.935406496,0.320200503,-0.505502667,1.490230899,0.259642559,-0.005873342,0.180807164,-1.128412027,-0.776810329,-1.155673933,0.277495619,NA,0.478428304,0.375580815,-0.315566302,0.689912119,-0.223343827,-0.316849434,0.845753828,0.271598927,0.411282424,0.148423556,-0.643279027,-0.46267452,-0.341427338,0.064661636,-0.18065136,-0.327804763,-0.231975348,-0.146626611,0.044345177,-0.152079075,-0.335639251,0.438810789,1.251372183,0.117670655,-0.386039814,-0.330176507,NA,-2.126149891,0.563756477,-0.44412334,0.373645838,1.442689057,0.010401977,1.949792172,-1.289510494,1.448689208,-0.677478802,0.57514799,0.125153918,-0.0797094,-0.2206531,-0.239683103,0.472732543,1.953857603,-0.235269556,-0.395273366,-0.40193581,NA,1.352455218,1.793354343,0.352044325,0.329500504,0.922629372,0.431455279,-0.247840353,0.290689084,-0.261865086,-0.151436304,-0.906288531,0.080355874,-0.306865814,1.009705752,1.52153906,2.088918641,NA,NA,0.623827656,-0.192503049,-0.607764978,0.683876688,-0.021652857,0.908917073,-0.0274338,-1.229296331,-0.044414014,-0.478450971,0.003310723,0.971131649,-0.210645634,-0.21062053,-0.222134974,0.266372189,-0.05173708,0.374758831,0.479185058,-0.288448781,-0.691242668,-0.668025919,0.269007081,-0.433568864,-0.072667403,0.43807114,0.801458631,-1.128039568,-0.341241005,NA,0.346005273,-0.402184901,-0.685010876,-0.481820042,-0.635217769,0.514708928,-0.04339388,-0.456423271,0.998217025,0.768382802,0.130541407,0.535934355,0.11170072,0.297497209,0.317133283,0.187046198,0.296628135,0.105540092,-0.623918168,-0.515630014,-0.526090195,0.132371803,0.308137321,-0.004977788,-0.174265268,-0.079364421,0.716511163,1.049691965,0.255197588,1.441937557,-0.3498893,0.075014805,0.314764766,-0.602056097,0.013415766,-0.051726506,1.087047152,-0.239365035,-0.375181369,1.403199383,1.628184689,1.628823433,-0.112350586,-0.137374904,0.323149057,-0.701328753,NA,-0.891326485,-0.624201502,0.202958762,0.276424301,0.054671676,-0.360967601,-0.036868679,0,-0.079816625,-0.154021576,-1.254424041,-0.479966087,0.265041083,-0.104896723,0.807902815,-0.077654574,-0.669122417,-0.151268884,0.030042796,0.389912024,-0.37276755,-0.24282296,-0.863723515,0.454101075,-0.626707066,-0.47959898,0.238333445,-0.294804999,0.330714832,0.690833103,-0.32713856,-0.292202713,-0.834698775,-0.076563687,-0.186798673,-0.417713174,0.137466187,0.52072336,0.951415442,0.320828862,1.161813687,0.547746844,0.223054985,-0.370984056,0.808940526,-0.503930951,0.076587643,-0.325001063,0.166014751,-1.064492413,0.181295583,-0.22643362,0.842168891,0.28062858,0.524148196,-0.500143822
TCGA-A1-A0SF-01A-21-A17I-20,Protein Expression,-0.065364828,-0.173698477,-0.190751879,0.3908068,0.035643183,0.193453647,-0.170578989,0.283253218,0.023942643,-0.220959465,0.200268381,0.643560255,-0.195641959,-0.064953316,0.208981645,-0.168801157,1.498185962,-0.182144787,-0.422909192,0.724812736,0.455939966,0.124866066,0.259997871,0.205667025,0.222959131,-0.108861304,0.070757092,0.041259628,0.050811331,0.085872662,0.02092266,0.17567338,-0.092454236,-0.036864023,-0.048076601,0.606764278,-0.010951454,-0.131265272,-0.080541592,-0.093600797,0.4007275,-0.110480823,0.084132131,-0.246713333,-0.102900107,-0.074686616,-0.000217505,-0.070356753,0.178316318,0.104321491,-0.099492953,-0.198391286,-0.046880841,NA,-0.149029654,-0.133262282,-0.151880202,-0.091457253,0.209273645,-0.137241749,0.051992851,0.396313708,-0.774490224,-0.325200972,-0.099972442,-0.313752115,0.056551315,0.074835968,-0.274594241,-0.208291827,0.876640843,-0.085786143,0.329729918,-0.135189011,0.073839232,0.627866259,1.18146356,-0.069964306,-0.223460604,-0.008217473,-0.053461296,-0.101834308,-0.179540412,0.089042068,0.035052137,-0.478830174,-0.31668555,-0.258483849,0.199596415,-0.262673903,0.591670356,0.006048605,0.321710531,0.006442482,0.702433944,0.424136337,0.001086795,0.092700716,0.317018417,0.145925916,0.806192407,-0.149171381,-0.07389869,-0.164287581,0.704054712,-0.261929738,0.311026949,-0.127944301,0.085391049,0.54800975,-0.194927903,0.05169053,0.046822102,0.374366586,0.253328405,-0.167328738,-0.062035854,-0.092484635,0.148142024,0.000217505,0.906764089,-0.067025458,-0.259409141,0.066699246,-0.150459562,-0.104715055,0.065492119,0.344083343,-0.151701398,-0.201937658,-0.156142043,-0.378450255,NA,-0.07355652,-0.176316022,0.545427032,-0.073717985,0.043974624,-0.106972959,-0.138167463,0.147432787,0.177184668,0.17893554,0.318812056,0.206363799,0.226407195,0.104916181,0.024662789,-0.187698797,0.809358198,0.112429782,-0.085389194,-0.416764666,-0.10293244,0.118606637,0.132071026,-0.297700378,0.283316231,0.002349577,0.335146631,0.195325267,0.185633726,-0.341249183,-0.586693144,-0.726594063,-0.264623373,-0.118261872,-0.060414833,0.344446559,-0.218463323,0.493888088,0.44216762,0.103690182,-0.112601177,-0.098221624,-0.118470537,-0.083585604,-0.242821359,0.189605754,0.457513992,0.52635383,0.007085407,-0.308786817,0.006072319,-0.430742618,0.309510447,0.131346041,NA,-0.168065952,0.100690071,0.304857189,-0.116583556,-0.165252517,0.186194169,0.034034085,0.429606757,-0.311867603,-0.026892804,NA,0.626280832,-0.157971429,0.089281243,0.797100265,-0.159530834,-0.093515121,0.383546188,0.236109634,-0.144989427,0.644601066,0.057621695,-0.201801367,0.280051098,0.00370666,0.190428208,-0.203586895,-0.022273439,-0.027042234,-0.043329972,-0.002598394,0.449227635,-0.375229572,-0.691766355,-0.337863289,-0.178502932,0.011637973,-0.207256814
TCGA-A1-A0SH-01A-21-A13A-20,Protein Expression,-0.029615457,-0.157523488,-0.28358127,0.022243037,-0.092125111,-0.056990416,0.245442371,-0.172923996,-0.158132602,0.273482715,1.418341338,1.56964667,0.023644325,-0.540585719,0.371894176,0.175476706,0.185586276,-0.383595091,-0.033450831,0.057178658,-0.443507977,0.333354767,0.56473631,0.540817054,0.578800988,-0.107025748,0.430389293,-0.177926314,-0.141694396,-0.392606096,-0.729901366,0.441601297,0.045153205,-0.39747125,-0.092339836,0.393859946,-0.267080713,0.320442646,-0.145822801,-0.110421247,-0.516197117,0.0100579,0.002412613,-0.200031424,-0.088393388,-0.231578307,0.138495755,0.202679681,-0.176800397,0.031154087,-0.227858992,-0.429186822,-0.035275283,NA,0.137687646,0.057049809,-0.238308639,-0.088462104,0.00224269,0.016812673,-0.388512573,-0.919023787,-1.593088096,-0.336132693,-0.097777615,-0.225561705,-0.09685394,0.112622607,0.531081733,0.553931837,0.01604268,0.180898421,0.482519474,-0.080713464,0.074404721,1.088254233,-1.55654877,-0.415933842,-0.039184451,-0.096913166,0.177452482,0,3.154880811,0.138731524,0.190608729,-0.049203693,-0.712721801,0.471872689,-0.260102064,-0.345150818,-0.365179821,-0.114966779,-0.276549241,0.061233152,0.824259526,0.82764375,0.532980082,0.464954089,-0.152397743,0.301291824,-0.332293038,0.006104715,-0.184683977,0.261354994,0.824156637,-0.022837363,0.247076996,0.019367781,0.211994965,1.139814446,-0.203246793,0.166933971,0.09605698,0.122563382,1.096263663,0.335460806,0.223788833,-0.061273304,-0.380213882,-0.251774342,0.197327989,-0.064646414,-0.12606463,-0.333478933,0.097271214,-0.015812458,0.093086234,0.371319004,0.118286066,-0.054253169,-0.021193046,-0.428057492,-1.17510577,-0.252850085,-0.100141546,0.081291564,-0.026898502,-0.111387103,0.28493166,0.013886576,0.186980522,-0.101884873,0.117645554,0.685847973,0.106192966,0.285355441,3.849083919,0.102569143,-0.153136361,-0.38472034,0.636044503,0.387892526,-0.309226562,-0.32033864,-0.11497878,-0.081935248,-0.064930661,0.061041294,-0.039601309,0.386021212,-0.213307026,-0.073387754,-0.483816692,-0.165293396,-0.196032609,-0.247671104,-0.059263025,-0.093825209,0.210220931,-0.454229886,0.102849677,1.42687361,0.389932524,-0.073883098,0.212020685,-0.043888374,-0.098053237,-0.120880097,-0.072627443,0.10652146,0.693547899,0.023710963,-0.151781457,-0.048764033,0.044882447,-0.05372203,0.117277324,NA,-0.23262784,0.004978734,0.212137338,-0.699372542,-0.075506415,-0.003801221,0.028424271,0.699927649,-0.06248771,0.123237384,NA,0.402181862,0.01852204,0.40364273,0.706402702,-0.076541298,-0.071801265,-0.213369951,0.006367988,0.089477264,0.075170354,0.403337212,0.344308456,-0.434911563,0.258329747,0.890193865,0.300936107,-0.101746317,-0.071406261,-0.220763694,0.220809271,1.035114857,-0.074136416,0.279066988,0.292925318,-0.155241958,-0.08936528,0.267529559
TCGA-A1-A0SJ-01A-21-A13A-20,Protein Expression,0.14056296,0.192701458,0.211418233,0.134012919,-0.23348272,-1.092606832,-0.287758359,-0.290588632,-0.114878623,-0.216302482,0.348324698,0.246972125,-0.006019124,-0.431308917,-0.147623287,-0.302998014,0.015973373,0.064012941,0.342652125,0.173950736,0.620510544,-0.023090066,-0.391167615,0.070288819,-0.00344909,-0.018672911,-0.075654817,0.391711781,0.004091609,0.068132822,-0.223589982,0.1874331,-0.375450823,0.133412094,-0.039872907,1.331295607,0.03658674,-0.054743674,0.066244538,-0.089545461,0.749386916,0.01681769,-0.055886303,-0.009937538,-0.084586588,0.171377526,0.477796126,-0.283907967,-0.477835487,-0.097603485,-0.426690472,-0.157181717,-0.21744118,NA,0.507207686,-0.18428675,-0.352920969,-0.078618233,-0.226142019,-0.359061993,-0.019056993,0.749240116,0.575587734,0.15051218,0.340738005,-0.188891686,-0.053400134,0.455983934,-0.099097289,-0.228539504,0.26787128,0.032070346,-0.36790875,-0.057835994,0.105535339,1.312674632,0.525327293,0.591029315,-0.125684984,-0.298836748,0.344380598,-0.129424457,0.563108541,0.131967467,0.011983836,0.034416321,0.123260455,0.64079184,2.27593436,0.242998113,0.32297094,-0.080606272,-0.331814128,0.023683938,0.755471974,0.063500522,0.092221197,-0.002081353,0.268828272,-0.230391947,0.631494074,-0.071118046,0.033526462,-0.327197536,1.289281835,-0.22080521,0.6304988,-0.111733339,0.118496151,-0.226154397,-0.491614998,-0.410859547,0.007246645,0.489625201,-0.465990212,0.408592357,-0.043993939,0.107178959,0.103312229,0.074630097,2.396760277,0.024091307,-0.240124526,-0.101550795,-0.171183429,0.063927351,-0.134895621,0.412485237,-0.514781821,0.111640771,0.068744239,1.089095074,NA,-0.452546128,0.18343984,-0.351412271,0.334506826,0.39503062,0.357500511,-0.025773093,0.252903678,-0.060435538,-0.046022415,0.100862065,-0.154543584,-0.227942682,0.086957528,0.014400609,0.545213735,1.781130177,-0.21325369,-0.081101518,-0.422362821,0.07931263,-0.498535121,0.047097174,0.047691994,0.268390253,-0.138331152,-0.313389173,0.609247557,0.050473828,-0.394180234,-0.389490321,-0.677705934,-0.19128057,0.236741385,0.002676048,-0.399697733,0.015721851,-0.330343904,-0.423654062,-0.108136405,-0.23743383,0.004713827,-0.014652559,0.069071038,-0.290072566,0.707021371,0.128196993,-0.457486226,-0.067220978,-0.410492461,-0.055343295,-0.721898462,-0.208661455,0.17869393,NA,0.317788688,-0.397809893,0.275979249,0.865657961,-0.138618678,-0.304095257,0.371283757,1.255105834,-0.016487181,-0.217156864,NA,-0.31762514,-0.337285027,-0.258973429,0.223547999,-0.001280385,0.018057265,-0.052187236,0.312086154,-0.243315462,0.055800477,0.226835854,0.051262568,0.032321974,-0.128815229,-0.012366276,-0.05012127,0.119749499,0.001280385,0.010615153,-0.133214,0.344968936,-0.351935568,0.219909596,0.308109729,-0.190794317,-0.222149566,-0.198518363
