"mae","rmse"
2.57691333026045,2.68929066832133
2.50454228800522,2.64442647236191
2.70610934277945,2.8157204176522
3.59372053059133,4.18141368428763
3.59401165329775,4.18143881751249
2.5865600703221,2.7572863395731
2.56235283278516,2.7333287512866
