"mae","rmse"
1.20336760573056,1.24030016044955
1.54506590160543,1.35971746554914
1.56868934772102,1.36483591278037
1.57049519934392,1.38300775097411
1.57772772348539,1.38171192922055
1.28625016113281,1.27193336004988
1.3044290399988,1.27529225605004
