"mae","rmse"
1.74792775740423,1.67618145784571
2.2107865010461,1.85943948643889
2.23958087333626,1.86557327724667
2.24675533864695,1.89894191546237
2.23062596744487,1.88585269112233
1.82512811319298,1.71681794728057
1.85404101126429,1.71931964765795
