"mae","rmse"
21.7993244017084,26.6617343955112
23.7212999769284,28.3033178352122
23.6204771588438,28.2069442708036
23.8600630218848,28.4666696879151
23.8558986810993,28.4618629657657
23.5470107929448,28.3645103300169
23.5467166308916,28.3641903077315
