"mae","rmse"
25.3614042687629,31.290255592618
25.6396700053859,31.1745819144967
32.9982550861716,38.7656167011756
25.164517590958,31.1968952335196
25.4584663459048,31.4821835922477
25.13176349855,31.1831489808389
25.4527435508965,31.4617628708269
