"mae","rmse"
0.1236062515239,0.150974577437762
0.136892043575999,0.16452156519274
0.136565617272041,0.164149284562513
0.137238051180221,0.164920521244288
0.137235443538408,0.16491738156319
0.136713461340892,0.164640083243122
0.136713152434085,0.164639779764608
