"mae","rmse"
21.6113779845944,26.6137379334016
23.6207913752095,28.1858104390976
23.5549686675904,28.1352721254486
23.7543018607672,28.3074185558787
23.7511458946349,28.3039354360938
23.4362725323145,28.1790589620375
23.4360166399066,28.1787729874355
