"mae","rmse"
0.124418177950051,0.15157976202595
0.138810340318196,0.166169327194783
0.138245609268013,0.165608866169342
0.13925091341866,0.166758436335299
0.13924727802118,0.166754198630688
0.138657851668641,0.166395921252902
0.138657320368375,0.166395366476505
